name,type,start_time,duration,"mosi","miso"
"SPI","result",3.636776419,0.000848123,0xB8,0x8B
"SPI","disable",3.637660097,0.000000001,,
"SPI","enable",3.637744543,0.000000001,,
"SPI","result",3.637909952,0.000848118,0x74,0x87
"SPI","disable",3.638798868,0.000000001,,
"SPI","enable",3.735455982,0.000000001,,
"SPI","result",3.735620087,0.000848119,0xFE,0x47
"SPI","disable",3.736510296,0.000000001,,
"SPI","enable",3.736590935,0.000000001,,
"SPI","result",3.736753611,0.000848123,0xB8,0x01
"SPI","disable",3.73763669,0.000000001,,
"SPI","enable",3.737723996,0.000000001,,
"SPI","result",3.737887138,0.000848123,0xB8,0x8B
"SPI","disable",3.73877832,0.000000001,,
"SPI","enable",3.738862767,0.000000001,,
"SPI","result",3.739020672,0.000848116,0x74,0x87
"SPI","disable",3.739898987,0.000000001,,
"SPI","enable",3.836596097,0.000000001,,
"SPI","result",3.8367308,0.000848122,0xFE,0x47
"SPI","disable",3.837614224,0.000000001,,
"SPI","enable",3.837694868,0.000000001,,
"SPI","result",3.837864327,0.000848122,0xB8,0x01
"SPI","disable",3.839022452,0.000000001,,
"SPI","enable",3.839109762,0.000000001,,
"SPI","result",3.839224553,0.00084813,0xB8,0x8B
"SPI","disable",3.840109813,0.000000001,,
"SPI","enable",3.840194255,0.000000001,,
"SPI","result",3.840358092,0.000848118,0x74,0x87
"SPI","disable",3.841248573,0.000000001,,
"SPI","enable",3.93792338,0.000000001,,
"SPI","result",3.938068211,0.000848134,0xFE,0x47
"SPI","disable",3.938959546,0.000000001,,
"SPI","enable",3.939040244,0.000000001,,
"SPI","result",3.939201735,0.000848138,0xB8,0x01
"SPI","disable",3.940076399,0.000000001,,
"SPI","enable",3.940163769,0.000000001,,
"SPI","result",3.940335262,0.000848138,0xB8,0x8B
"SPI","disable",3.942144455,0.000000001,,
"SPI","enable",3.942228974,0.000000001,,
"SPI","result",3.942375618,0.000848133,0x74,0x87
"SPI","disable",3.943265127,0.000000001,,
"SPI","enable",3.991455573,0.000000001,,
"SPI","result",3.991570721,0.000848154,0xFE,0x47
"SPI","disable",3.992455513,0.000000001,,
"SPI","enable",3.992536242,0.000000001,,
"SPI","result",3.992704251,0.000848152,0xB8,0x01
"SPI","disable",3.99359045,0.000000001,,
"SPI","enable",3.993677852,0.000000001,,
"SPI","result",3.99383778,0.00084815,0xB8,0x8B
"SPI","disable",3.994723505,0.000000001,,
"SPI","enable",3.994808048,0.000000001,,
"SPI","result",3.994971307,0.000848149,0x74,0x87
"SPI","disable",3.995862261,0.000000001,,
"SPI","enable",3.996098197,0.000000001,,
"SPI","result",3.996218192,0.000848144,0x72,0x47
"SPI","disable",3.997098141,0.000000001,,
"SPI","enable",3.997178877,0.000000001,,
"SPI","result",3.997351714,0.000848151,0xB8,0x8D
"SPI","disable",3.998233098,0.000000001,,
"SPI","enable",3.998320487,0.000000001,,
"SPI","result",3.998485248,0.000848143,0xB8,0x07
"SPI","disable",3.999374705,0.000000001,,
