,index,name,type,start_time,duration,mosi,miso,~miso,decoded,meaning,CB1,CB1_bin,BED,BED_bin
0,1,SPI,result,0.05656736,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
1,4,SPI,result,0.05770096,0.00084864,0x01,0xB8,0x47,ACK,,,,,
2,7,SPI,result,0.05883456,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
3,10,SPI,result,0.059968,0.0008488,0x87,0x74,0x8B,EOM,,,,,
4,13,SPI,result,0.15768144,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
5,16,SPI,result,0.15881488,0.0008488,0x01,0xB8,0x47,ACK,,,,,
6,19,SPI,result,0.15994848,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
7,22,SPI,result,0.16108208,0.00084864,0x87,0x74,0x8B,EOM,,,,,
8,25,SPI,result,0.25879536,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
9,28,SPI,result,0.25992896,0.00084864,0x01,0xB8,0x47,ACK,,,,,
10,31,SPI,result,0.26117584,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
11,34,SPI,result,0.26230944,0.00084864,0x87,0x74,0x8B,EOM,,,,,
12,37,SPI,result,0.36002256,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
13,40,SPI,result,0.36115616,0.00084864,0x01,0xB8,0x47,ACK,,,,,
14,43,SPI,result,0.36228976,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
15,46,SPI,result,0.3634232,0.0008488,0x87,0x74,0x8B,EOM,,,,,
16,49,SPI,result,0.46113664,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
17,52,SPI,result,0.46227008,0.0008488,0x01,0xB8,0x47,ACK,,,,,
18,55,SPI,result,0.46340368,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
19,58,SPI,result,0.46453728,0.00084864,0x87,0x74,0x8B,EOM,,,,,
20,61,SPI,result,0.56225056,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
21,64,SPI,result,0.56338416,0.00084864,0x01,0xB8,0x47,ACK,,,,,
22,67,SPI,result,0.56451776,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
23,70,SPI,result,0.5656512,0.0008488,0x87,0x74,0x8B,EOM,,,,,
24,73,SPI,result,0.66336464,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
25,76,SPI,result,0.66449808,0.0008488,0x01,0xB8,0x47,ACK,,,,,
26,79,SPI,result,0.66597184,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
27,82,SPI,result,0.66710528,0.0008488,0x87,0x74,0x8B,EOM,,,,,
28,85,SPI,result,0.76481872,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
29,88,SPI,result,0.76595216,0.0008488,0x01,0xB8,0x47,ACK,,,,,
30,91,SPI,result,0.76731248,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
31,94,SPI,result,0.76844608,0.00084864,0x87,0x74,0x8B,EOM,,,,,
32,97,SPI,result,0.82648464,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
33,100,SPI,result,0.82761808,0.0008488,0x01,0xB8,0x47,ACK,,,,,
34,103,SPI,result,0.82875168,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
35,106,SPI,result,0.82988528,0.00084864,0x87,0x74,0x8B,EOM,,,,,
36,109,SPI,result,0.83113216,0.0008488,0x47,0xD2,0x2D,BED,???,,,0x2D,00101101
37,112,SPI,result,0.83226576,0.0008488,0x2D,0xB8,0x47,ACK,,,,,
38,115,SPI,result,0.83339936,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
39,118,SPI,result,0.83521296,0.0008488,0x87,0xF8,0x07,EOM,,,,,
40,121,SPI,result,0.83634656,0.0008488,0x47,0x12,0xED,BED,???,,,0xED,11101101
41,124,SPI,result,0.83748016,0.00084864,0xED,0xB8,0x47,ACK,,,,,
42,127,SPI,result,0.83861376,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
43,130,SPI,result,0.8397472,0.0008488,0x87,0xF8,0x07,EOM,,,,,
44,133,SPI,result,0.8408808,0.0008488,0x47,0x82,0x7D,BED,???,,,0x7D,01111101
45,136,SPI,result,0.8420144,0.0008488,0x7D,0xB8,0x47,ACK,,,,,
46,139,SPI,result,0.84382816,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
47,142,SPI,result,0.8449616,0.0008488,0x87,0xF8,0x07,EOM,,,,,
48,145,SPI,result,0.8460952,0.0008488,0x47,0xEC,0x13,BED,???,,,0x13,00010011
49,148,SPI,result,0.8472288,0.0008488,0x13,0xB8,0x47,ACK,,,,,
50,151,SPI,result,0.8483624,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
51,154,SPI,result,0.849496,0.00084864,0x87,0xF8,0x07,EOM,,,,,
52,157,SPI,result,0.85062944,0.0008488,0x47,0x2C,0xD3,BED,???,,,0xD3,11010011
53,160,SPI,result,0.85232976,0.0008488,0xD3,0xB8,0x47,ACK,,,,,
54,163,SPI,result,0.85346336,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
55,166,SPI,result,0.85459696,0.00084864,0x87,0xF8,0x07,EOM,,,,,
56,169,SPI,result,0.95231008,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
57,172,SPI,result,0.95344368,0.0008488,0x01,0xB8,0x47,ACK,,,,,
58,175,SPI,result,0.95457728,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
59,178,SPI,result,0.95605088,0.0008488,0x87,0x74,0x8B,EOM,,,,,
60,181,SPI,result,1.05376416,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
61,184,SPI,result,1.05489776,0.0008488,0x01,0xB8,0x47,ACK,,,,,
62,187,SPI,result,1.05603136,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
63,190,SPI,result,1.05818512,0.00084864,0x87,0x74,0x8B,EOM,,,,,
64,193,SPI,result,1.1558984,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
65,196,SPI,result,1.157032,0.00084864,0x01,0xB8,0x47,ACK,,,,,
66,199,SPI,result,1.1581656,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
67,202,SPI,result,1.16031936,0.00084864,0x87,0x74,0x8B,EOM,,,,,
68,205,SPI,result,1.25803264,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
69,208,SPI,result,1.25916624,0.00084864,0x01,0xB8,0x47,ACK,,,,,
70,211,SPI,result,1.26029968,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
71,214,SPI,result,1.26143328,0.0008488,0x87,0x74,0x8B,EOM,,,,,
72,217,SPI,result,1.36028016,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
73,220,SPI,result,1.36141376,0.00084864,0x01,0xB8,0x47,ACK,,,,,
74,223,SPI,result,1.36254736,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
75,226,SPI,result,1.3636808,0.0008488,0x87,0x74,0x8B,EOM,,,,,
76,229,SPI,result,1.46139408,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
77,232,SPI,result,1.46252768,0.00084864,0x01,0xB8,0x47,ACK,,,,,
78,235,SPI,result,1.46366112,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
79,238,SPI,result,1.46479472,0.0008488,0x87,0x74,0x8B,EOM,,,,,
80,241,SPI,result,1.562508,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
81,244,SPI,result,1.56454848,0.00084864,0x01,0xB8,0x47,ACK,,,,,
82,247,SPI,result,1.56568208,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
83,250,SPI,result,1.56681552,0.0008488,0x87,0x74,0x8B,EOM,,,,,
84,253,SPI,result,1.59821536,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
85,256,SPI,result,1.59934896,0.00084864,0x01,0xB8,0x47,ACK,,,,,
86,259,SPI,result,1.6004824,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
87,262,SPI,result,1.601616,0.0008488,0x87,0x74,0x8B,EOM,,,,,
88,265,SPI,result,1.60286288,0.0008488,0x47,0x72,0x8D,BED,eol/direction change,,,0x8D,10001101
89,268,SPI,result,1.60399648,0.0008488,0x8D,0xB8,0x47,ACK,,,,,
90,271,SPI,result,1.60513008,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
91,274,SPI,result,1.60671712,0.00084864,0x87,0xF8,0x07,EOM,,,,,
92,277,SPI,result,1.70499712,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
93,280,SPI,result,1.70613072,0.00084864,0x01,0xB8,0x47,ACK,,,,,
94,283,SPI,result,1.70726432,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
95,286,SPI,result,1.70839776,0.0008488,0x87,0x74,0x8B,EOM,,,,,
96,289,SPI,result,1.80724464,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
97,292,SPI,result,1.80837824,0.0008488,0x01,0xB8,0x47,ACK,,,,,
98,295,SPI,result,1.80951184,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
99,298,SPI,result,1.81064544,0.00084864,0x87,0x74,0x8B,EOM,,,,,
100,301,SPI,result,1.90835856,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
101,304,SPI,result,1.90949216,0.0008488,0x01,0xB8,0x47,ACK,,,,,
102,307,SPI,result,1.91062576,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
103,310,SPI,result,1.91175936,0.00084864,0x87,0x74,0x8B,EOM,,,,,
104,313,SPI,result,2.00947248,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
105,316,SPI,result,2.01117296,0.00084864,0x01,0xB8,0x47,ACK,,,,,
106,319,SPI,result,2.0123064,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
107,322,SPI,result,2.01344,0.0008488,0x87,0x74,0x8B,EOM,,,,,
108,325,SPI,result,2.1121736,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
109,328,SPI,result,2.11330704,0.0008488,0x01,0xB8,0x47,ACK,,,,,
110,331,SPI,result,2.11444064,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
111,334,SPI,result,2.11557424,0.00084864,0x87,0x74,0x8B,EOM,,,,,
112,337,SPI,result,2.21328752,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
113,340,SPI,result,2.21442112,0.00084864,0x01,0xB8,0x47,ACK,,,,,
114,343,SPI,result,2.21555472,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
115,346,SPI,result,2.21668816,0.0008488,0x87,0x74,0x8B,EOM,,,,,
116,349,SPI,result,2.3144016,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
117,352,SPI,result,2.31553504,0.0008488,0x01,0xB8,0x47,ACK,,,,,
118,355,SPI,result,2.31666864,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
119,358,SPI,result,2.31780224,0.00084864,0x87,0x74,0x8B,EOM,,,,,
120,361,SPI,result,2.41551552,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
121,364,SPI,result,2.41664912,0.00084864,0x01,0xB8,0x47,ACK,,,,,
122,367,SPI,result,2.41778256,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
123,370,SPI,result,2.41891616,0.0008488,0x87,0x74,0x8B,EOM,,,,,
124,373,SPI,result,2.51662944,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
125,376,SPI,result,2.51776288,0.0008488,0x01,0xB8,0x47,ACK,,,,,
126,379,SPI,result,2.51889648,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
127,382,SPI,result,2.52003008,0.0008488,0x87,0x74,0x8B,EOM,,,,,
128,385,SPI,result,2.61774336,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
129,388,SPI,result,2.61887696,0.00084864,0x01,0xB8,0x47,ACK,,,,,
130,391,SPI,result,2.62001056,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
131,394,SPI,result,2.621144,0.0008488,0x87,0x74,0x8B,EOM,,,,,
132,397,SPI,result,2.71885744,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
133,400,SPI,result,2.71999088,0.0008488,0x01,0xB8,0x47,ACK,,,,,
134,403,SPI,result,2.72112448,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
135,406,SPI,result,2.72225808,0.0008488,0x87,0x74,0x8B,EOM,,,,,
136,409,SPI,result,2.81997136,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
137,412,SPI,result,2.82110496,0.00084864,0x01,0xB8,0x47,ACK,,,,,
138,415,SPI,result,2.82223856,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
139,418,SPI,result,2.823372,0.0008488,0x87,0x74,0x8B,EOM,,,,,
140,421,SPI,result,2.92108544,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
141,424,SPI,result,2.92221888,0.0008488,0x01,0xB8,0x47,ACK,,,,,
142,427,SPI,result,2.92335248,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
143,430,SPI,result,2.92448608,0.00084864,0x87,0x74,0x8B,EOM,,,,,
144,433,SPI,result,3.0221992,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
145,436,SPI,result,3.0233328,0.0008488,0x01,0xB8,0x47,ACK,,,,,
146,439,SPI,result,3.0244664,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
147,442,SPI,result,3.0256,0.00084864,0x87,0x74,0x8B,EOM,,,,,
148,445,SPI,result,3.12331328,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
149,448,SPI,result,3.12444688,0.00084864,0x01,0xB8,0x47,ACK,,,,,
150,451,SPI,result,3.12558032,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
151,454,SPI,result,3.12671392,0.0008488,0x87,0x74,0x8B,EOM,,,,,
152,457,SPI,result,3.1603808,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
153,460,SPI,result,3.1615144,0.00084864,0x01,0xB8,0x47,ACK,,,,,
154,463,SPI,result,3.162648,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
155,466,SPI,result,3.16378144,0.0008488,0x87,0x74,0x8B,EOM,,,,,
156,469,SPI,result,3.16502848,0.00084864,0x47,0xF2,0x0D,BED,eol/direction change?,,,0x0D,00001101
157,472,SPI,result,3.16616192,0.0008488,0x0D,0xB8,0x47,ACK,,,,,
158,475,SPI,result,3.16729552,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
159,478,SPI,result,3.16842912,0.0008488,0x87,0xF8,0x07,EOM,,,,,
160,481,SPI,result,3.16956272,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
161,484,SPI,result,3.17069632,0.00084864,0x01,0xB8,0x47,ACK,,,,,
162,487,SPI,result,3.17182976,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
163,490,SPI,result,3.17296336,0.0008488,0x87,0x94,0x6B,EOM,,,,,
164,493,SPI,result,3.17421024,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
165,496,SPI,result,3.17534384,0.0008488,0x01,0xB8,0x47,ACK,,,,,
166,499,SPI,result,3.17647744,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
167,502,SPI,result,3.17761104,0.00084864,0x87,0x94,0x6B,EOM,,,,,
168,505,SPI,result,3.17885792,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
169,508,SPI,result,3.17999152,0.00084864,0x01,0xB8,0x47,ACK,,,,,
170,511,SPI,result,3.1812384,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
171,514,SPI,result,3.182372,0.00084864,0x87,0x94,0x6B,EOM,,,,,
172,517,SPI,result,3.18361888,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
173,520,SPI,result,3.18475248,0.00084864,0x01,0xB8,0x47,ACK,,,,,
174,523,SPI,result,3.18588592,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
175,526,SPI,result,3.18701952,0.0008488,0x87,0x94,0x6B,EOM,,,,,
176,529,SPI,result,3.18826656,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
177,532,SPI,result,3.1894,0.0008488,0x01,0xB8,0x47,ACK,,,,,
178,535,SPI,result,3.1905336,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
179,538,SPI,result,3.1916672,0.00084864,0x87,0x94,0x6B,EOM,,,,,
180,541,SPI,result,3.19291408,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
181,544,SPI,result,3.19404768,0.00084864,0x01,0xB8,0x47,ACK,,,,,
182,547,SPI,result,3.19518128,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
183,550,SPI,result,3.19631472,0.0008488,0x87,0x94,0x6B,EOM,,,,,
184,553,SPI,result,3.19858192,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
185,556,SPI,result,3.19971552,0.00084864,0x01,0xB8,0x47,ACK,,,,,
186,559,SPI,result,3.20084896,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
187,562,SPI,result,3.20198256,0.0008488,0x87,0x94,0x6B,EOM,,,,,
188,565,SPI,result,3.2032296,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
189,568,SPI,result,3.20436304,0.0008488,0x01,0xB8,0x47,ACK,,,,,
190,571,SPI,result,3.20549664,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
191,574,SPI,result,3.20663024,0.00084864,0x87,0x94,0x6B,EOM,,,,,
192,577,SPI,result,3.20787712,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
193,580,SPI,result,3.20901072,0.00084864,0x01,0xB8,0x47,ACK,,,,,
194,583,SPI,result,3.21014432,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
195,586,SPI,result,3.21127776,0.0008488,0x87,0x94,0x6B,EOM,,,,,
196,589,SPI,result,3.2125248,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
197,592,SPI,result,3.21445184,0.00084864,0x01,0xB8,0x47,ACK,,,,,
198,595,SPI,result,3.21558528,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
199,598,SPI,result,3.21671888,0.0008488,0x87,0x94,0x6B,EOM,,,,,
200,601,SPI,result,3.21796576,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
201,604,SPI,result,3.21909936,0.0008488,0x01,0xB8,0x47,ACK,,,,,
202,607,SPI,result,3.22023296,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
203,610,SPI,result,3.22147984,0.0008488,0x87,0x94,0x6B,EOM,,,,,
204,613,SPI,result,3.22272672,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
205,616,SPI,result,3.22386032,0.0008488,0x01,0xB8,0x47,ACK,,,,,
206,619,SPI,result,3.22499392,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
207,622,SPI,result,3.22612752,0.00084864,0x87,0x74,0x8B,EOM,,,,,
208,625,SPI,result,3.2273744,0.00084864,0x47,0x7A,0x85,BED,row counter hit,,,0x85,10000101
209,628,SPI,result,3.229188,0.0008488,0x85,0xB8,0x47,ACK,,,,,
210,631,SPI,result,3.23054832,0.0008488,0x00,0xB8,0x47,PATTERN DATA,,,,,
211,634,SPI,result,3.2317952,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
212,637,SPI,result,3.23304224,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
213,640,SPI,result,3.23428912,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
214,643,SPI,result,3.235536,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
215,646,SPI,result,3.23678288,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
216,649,SPI,result,3.23802992,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
217,652,SPI,result,3.2392768,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
218,655,SPI,result,3.24052368,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
219,658,SPI,result,3.24177056,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
220,661,SPI,result,3.24313088,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
221,664,SPI,result,3.24437776,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
222,667,SPI,result,3.2456248,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
223,670,SPI,result,3.24687168,0.00084864,0x02,0xFF,0x00,PATTERN DATA,,,,,
224,673,SPI,result,3.24811856,0.0008488,0x20,0xFD,0x02,PATTERN DATA,,,,,
225,676,SPI,result,3.24936544,0.0008488,0x00,0xDF,0x20,PATTERN DATA,,,,,
226,679,SPI,result,3.25061232,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
227,682,SPI,result,3.25185936,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
228,685,SPI,result,3.25310624,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
229,688,SPI,result,3.25435312,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
230,691,SPI,result,3.25616688,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
231,694,SPI,result,3.25741376,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
232,697,SPI,result,3.25866064,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
233,700,SPI,result,3.25990768,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
234,703,SPI,result,3.26115456,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
235,706,SPI,result,3.262288,0.0008488,0x87,0xFF,0x00,EOM,,,,,
236,709,SPI,result,3.2634216,0.0008488,0x47,0x76,0x89,BED,pattern fully received,,,0x89,10001001
237,712,SPI,result,3.2645552,0.0008488,0x89,0xB8,0x47,ACK,,,,,
238,715,SPI,result,3.26580208,0.0008488,0xF0,0xB8,0x47,CB1,???,0xF0,11110000,,
239,718,SPI,result,3.26693568,0.0008488,0x87,0x0F,0xF0,EOM,,,,,
240,721,SPI,result,3.26886272,0.0008488,0x47,0x42,0xBD,BED,???,,,0xBD,10111101
241,724,SPI,result,3.26999632,0.00084864,0xBD,0xB8,0x47,ACK,,,,,
242,727,SPI,result,3.27112992,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
243,730,SPI,result,3.27226336,0.0008488,0x87,0xF8,0x07,EOM,,,,,
244,733,SPI,result,3.36997648,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
245,736,SPI,result,3.37110992,0.0008488,0x01,0xB8,0x47,ACK,,,,,
246,739,SPI,result,3.37224352,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
247,742,SPI,result,3.37337712,0.00084864,0x87,0x74,0x8B,EOM,,,,,
248,745,SPI,result,3.4716568,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
249,748,SPI,result,3.4727904,0.00084864,0x01,0xB8,0x47,ACK,,,,,
250,751,SPI,result,3.47392384,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
251,754,SPI,result,3.47505744,0.0008488,0x87,0x74,0x8B,EOM,,,,,
252,757,SPI,result,3.57277056,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
253,760,SPI,result,3.57390416,0.0008488,0x01,0xB8,0x47,ACK,,,,,
254,763,SPI,result,3.57617136,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
255,766,SPI,result,3.57730496,0.00084864,0x87,0x74,0x8B,EOM,,,,,
256,769,SPI,result,3.67558496,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
257,772,SPI,result,3.67671856,0.00084864,0x01,0xB8,0x47,ACK,,,,,
258,775,SPI,result,3.67785216,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
259,778,SPI,result,3.6789856,0.0008488,0x87,0x74,0x8B,EOM,,,,,
260,781,SPI,result,3.77669904,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
261,784,SPI,result,3.77783248,0.0008488,0x01,0xB8,0x47,ACK,,,,,
262,787,SPI,result,3.77987296,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
263,790,SPI,result,3.78100656,0.00084864,0x87,0x74,0x8B,EOM,,,,,
264,793,SPI,result,3.85208112,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
265,796,SPI,result,3.85321456,0.0008488,0x01,0xB8,0x47,ACK,,,,,
266,799,SPI,result,3.85434816,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
267,802,SPI,result,3.85548176,0.00084864,0x87,0x74,0x8B,EOM,,,,,
268,805,SPI,result,3.85672864,0.0008488,0x47,0x72,0x8D,BED,eol/direction change,,,0x8D,10001101
269,808,SPI,result,3.85865568,0.0008488,0x8D,0xB8,0x47,ACK,,,,,
270,811,SPI,result,3.85978928,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
271,814,SPI,result,3.86092288,0.00084864,0x87,0xF8,0x07,EOM,,,,,
272,817,SPI,result,3.95863616,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
273,820,SPI,result,3.95976976,0.00084864,0x01,0xB8,0x47,ACK,,,,,
274,823,SPI,result,3.9609032,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
275,826,SPI,result,3.96283024,0.0008488,0x87,0x74,0x8B,EOM,,,,,
276,829,SPI,result,4.06054352,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
277,832,SPI,result,4.06167712,0.00084864,0x01,0xB8,0x47,ACK,,,,,
278,835,SPI,result,4.06281056,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
279,838,SPI,result,4.06462432,0.0008488,0x87,0x74,0x8B,EOM,,,,,
280,841,SPI,result,4.1623376,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
281,844,SPI,result,4.1634712,0.0008488,0x01,0xB8,0x47,ACK,,,,,
282,847,SPI,result,4.1649448,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
283,850,SPI,result,4.1660784,0.0008488,0x87,0x74,0x8B,EOM,,,,,
284,853,SPI,result,4.26379168,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
