,index,name,type,start_time,duration,mosi,miso,~miso,decoded,meaning,CB1,CB1_bin,BED,BED_bin
566,1699,SPI,result,6.97833712,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
567,1702,SPI,result,6.97947072,0.00084864,0x87,0x74,0x8B,EOM,,,,,
568,1705,SPI,result,6.98083088,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
569,1708,SPI,result,6.98196448,0.0008488,0x01,0xB8,0x47,ACK,,,,,
570,1711,SPI,result,6.98309808,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
571,1714,SPI,result,6.98491184,0.00084864,0x87,0x74,0x8B,EOM,,,,,
572,1717,SPI,result,6.98615872,0.00084864,0x47,0x72,0x8D,BED,eol/direction change,,,0x8D,10001101
573,1720,SPI,result,6.98729232,0.00084864,0x8D,0xB8,0x47,ACK,,,,,
574,1723,SPI,result,6.98842576,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
575,1726,SPI,result,6.98955936,0.0008488,0x87,0xF8,0x07,EOM,,,,,
576,1729,SPI,result,7.08727264,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
577,1732,SPI,result,7.08931312,0.00084864,0x01,0xB8,0x47,ACK,,,,,
578,1735,SPI,result,7.09044656,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
579,1738,SPI,result,7.09158016,0.0008488,0x87,0x74,0x8B,EOM,,,,,
580,1741,SPI,result,7.18929344,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
581,1744,SPI,result,7.19042704,0.0008488,0x01,0xB8,0x47,ACK,,,,,
582,1747,SPI,result,7.19212736,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
583,1750,SPI,result,7.19326096,0.0008488,0x87,0x74,0x8B,EOM,,,,,
584,1753,SPI,result,7.29097424,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
585,1756,SPI,result,7.29210784,0.0008488,0x01,0xB8,0x47,ACK,,,,,
586,1759,SPI,result,7.29324144,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
587,1762,SPI,result,7.29437504,0.00084864,0x87,0x74,0x8B,EOM,,,,,
588,1765,SPI,result,7.39208816,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
589,1768,SPI,result,7.39322176,0.00084864,0x01,0xB8,0x47,ACK,,,,,
590,1771,SPI,result,7.3943552,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
591,1774,SPI,result,7.39594224,0.0008488,0x87,0x74,0x8B,EOM,,,,,
592,1777,SPI,result,7.49478912,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
593,1780,SPI,result,7.49592272,0.00084864,0x01,0xB8,0x47,ACK,,,,,
594,1783,SPI,result,7.49705632,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
595,1786,SPI,result,7.49818976,0.0008488,0x87,0x74,0x8B,EOM,,,,,
596,1789,SPI,result,7.5959032,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
597,1792,SPI,result,7.59703664,0.0008488,0x01,0xB8,0x47,ACK,,,,,
598,1795,SPI,result,7.59817024,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
599,1798,SPI,result,7.59930384,0.00084864,0x87,0x74,0x8B,EOM,,,,,
600,1801,SPI,result,7.69701712,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
601,1804,SPI,result,7.69815072,0.00084864,0x01,0xB8,0x47,ACK,,,,,
602,1807,SPI,result,7.69928432,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
603,1810,SPI,result,7.70041776,0.0008488,0x87,0x74,0x8B,EOM,,,,,
604,1813,SPI,result,7.79813104,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
605,1816,SPI,result,7.79926464,0.0008488,0x01,0xB8,0x47,ACK,,,,,
606,1819,SPI,result,7.80039824,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
607,1822,SPI,result,7.80153184,0.00084864,0x87,0x74,0x8B,EOM,,,,,
608,1825,SPI,result,7.82397632,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
609,1828,SPI,result,7.82510992,0.00084864,0x01,0xB8,0x47,ACK,,,,,
610,1831,SPI,result,7.82624336,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
611,1834,SPI,result,7.82737696,0.0008488,0x87,0x74,0x8B,EOM,,,,,
612,1837,SPI,result,7.82862384,0.0008488,0x47,0xF2,0x0D,BED,eol/direction change?,,,0x0D,00001101
613,1840,SPI,result,7.82975744,0.0008488,0x0D,0xB8,0x47,ACK,,,,,
614,1843,SPI,result,7.83089104,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
615,1846,SPI,result,7.83202464,0.00084864,0x87,0xF8,0x07,EOM,,,,,
616,1849,SPI,result,7.83315808,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
617,1852,SPI,result,7.83429168,0.0008488,0x01,0xB8,0x47,ACK,,,,,
618,1855,SPI,result,7.83542528,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
619,1858,SPI,result,7.83655888,0.00084864,0x87,0x94,0x6B,EOM,,,,,
620,1861,SPI,result,7.83882592,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
621,1864,SPI,result,7.83995952,0.0008488,0x01,0xB8,0x47,ACK,,,,,
622,1867,SPI,result,7.84109312,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
623,1870,SPI,result,7.84222672,0.00084864,0x87,0x94,0x6B,EOM,,,,,
624,1873,SPI,result,7.8434736,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
625,1876,SPI,result,7.8446072,0.00084864,0x01,0xB8,0x47,ACK,,,,,
626,1879,SPI,result,7.84574064,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
627,1882,SPI,result,7.84687424,0.0008488,0x87,0x94,0x6B,EOM,,,,,
628,1885,SPI,result,7.84812112,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
629,1888,SPI,result,7.84925472,0.0008488,0x01,0xB8,0x47,ACK,,,,,
630,1891,SPI,result,7.85038832,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
631,1894,SPI,result,7.85231536,0.0008488,0x87,0x94,0x6B,EOM,,,,,
632,1897,SPI,result,7.85356224,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
633,1900,SPI,result,7.85469584,0.0008488,0x01,0xB8,0x47,ACK,,,,,
634,1903,SPI,result,7.85582944,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
635,1906,SPI,result,7.85696304,0.00084864,0x87,0x94,0x6B,EOM,,,,,
636,1909,SPI,result,7.85820992,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
637,1912,SPI,result,7.85934352,0.00084864,0x01,0xB8,0x47,ACK,,,,,
638,1915,SPI,result,7.86047696,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
639,1918,SPI,result,7.86161056,0.0008488,0x87,0x94,0x6B,EOM,,,,,
640,1921,SPI,result,7.86285744,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
641,1924,SPI,result,7.86489792,0.00084864,0x01,0xB8,0x47,ACK,,,,,
642,1927,SPI,result,7.86603152,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
643,1930,SPI,result,7.86716496,0.0008488,0x87,0x94,0x6B,EOM,,,,,
644,1933,SPI,result,7.868412,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
645,1936,SPI,result,7.86954544,0.0008488,0x01,0xB8,0x47,ACK,,,,,
646,1939,SPI,result,7.87067904,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
647,1942,SPI,result,7.87181264,0.0008488,0x87,0x94,0x6B,EOM,,,,,
648,1945,SPI,result,7.87305952,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
649,1948,SPI,result,7.87419312,0.0008488,0x01,0xB8,0x47,ACK,,,,,
650,1951,SPI,result,7.87532672,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
651,1954,SPI,result,7.87668688,0.0008488,0x87,0x94,0x6B,EOM,,,,,
652,1957,SPI,result,7.87793392,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
653,1960,SPI,result,7.87906736,0.0008488,0x01,0xB8,0x47,ACK,,,,,
654,1963,SPI,result,7.88020096,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
655,1966,SPI,result,7.88133456,0.00084864,0x87,0x94,0x6B,EOM,,,,,
656,1969,SPI,result,7.88258144,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
657,1972,SPI,result,7.88371504,0.00084864,0x01,0xB8,0x47,ACK,,,,,
658,1975,SPI,result,7.88484864,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
659,1978,SPI,result,7.88598208,0.0008488,0x87,0x94,0x6B,EOM,,,,,
660,1981,SPI,result,7.88802256,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
661,1984,SPI,result,7.88915616,0.00084864,0x01,0xB8,0x47,ACK,,,,,
662,1987,SPI,result,7.89028976,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
663,1990,SPI,result,7.8914232,0.0008488,0x87,0x74,0x8B,EOM,,,,,
664,1993,SPI,result,7.89267024,0.00084864,0x47,0x7A,0x85,BED,row counter hit,,,0x85,10000101
665,1996,SPI,result,7.89380368,0.0008488,0x85,0xB8,0x47,ACK,,,,,
666,1999,SPI,result,7.895164,0.0008488,0x00,0xB8,0x47,PATTERN DATA,,,,,
667,2002,SPI,result,7.89641088,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
668,2005,SPI,result,7.89833792,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
669,2008,SPI,result,7.89958496,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
670,2011,SPI,result,7.90083184,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
671,2014,SPI,result,7.90207872,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
672,2017,SPI,result,7.9033256,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
673,2020,SPI,result,7.90457264,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
674,2023,SPI,result,7.90581952,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
675,2026,SPI,result,7.90808656,0.0008488,0x80,0xFF,0x00,PATTERN DATA,,,,,
676,2029,SPI,result,7.9093336,0.00084864,0x00,0x7F,0x80,PATTERN DATA,,,,,
677,2032,SPI,result,7.91058048,0.00084864,0x10,0xFF,0x00,PATTERN DATA,,,,,
678,2035,SPI,result,7.91182736,0.0008488,0x00,0xEF,0x10,PATTERN DATA,,,,,
679,2038,SPI,result,7.91307424,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
680,2041,SPI,result,7.91432128,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
681,2044,SPI,result,7.91556816,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
682,2047,SPI,result,7.9174952,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
683,2050,SPI,result,7.91874208,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
684,2053,SPI,result,7.91998896,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
685,2056,SPI,result,7.921236,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
686,2059,SPI,result,7.92248288,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
687,2062,SPI,result,7.92372976,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
688,2065,SPI,result,7.92497664,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
689,2068,SPI,result,7.92667696,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
690,2071,SPI,result,7.927924,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
691,2074,SPI,result,7.92905744,0.0008488,0x87,0xFF,0x00,EOM,,,,,
692,2077,SPI,result,7.93019104,0.0008488,0x47,0x76,0x89,BED,pattern fully received,,,0x89,10001001
693,2080,SPI,result,7.93132464,0.00084864,0x89,0xB8,0x47,ACK,,,,,
694,2083,SPI,result,7.93245824,0.00084864,0xF0,0xB8,0x47,CB1,???,0xF0,11110000,,
695,2086,SPI,result,7.93359168,0.0008488,0x87,0x0F,0xF0,EOM,,,,,
696,2089,SPI,result,7.93563216,0.0008488,0x47,0x82,0x7D,BED,???,,,0x7D,01111101
697,2092,SPI,result,7.93676576,0.00084864,0x7D,0xB8,0x47,ACK,,,,,
698,2095,SPI,result,7.9378992,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
699,2098,SPI,result,7.9390328,0.0008488,0x87,0xF8,0x07,EOM,,,,,
700,2101,SPI,result,8.03674576,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
701,2104,SPI,result,8.03787936,0.0008488,0x01,0xB8,0x47,ACK,,,,,
702,2107,SPI,result,8.03901296,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
703,2110,SPI,result,8.04014656,0.00084864,0x87,0x74,0x8B,EOM,,,,,
704,2113,SPI,result,8.13785936,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
705,2116,SPI,result,8.13899296,0.0008488,0x01,0xB8,0x47,ACK,,,,,
706,2119,SPI,result,8.14012656,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
707,2122,SPI,result,8.14126016,0.00084864,0x87,0x74,0x8B,EOM,,,,,
708,2125,SPI,result,8.23897344,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
709,2128,SPI,result,8.24010688,0.0008488,0x01,0xB8,0x47,ACK,,,,,
710,2131,SPI,result,8.24180736,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
711,2134,SPI,result,8.2429408,0.0008488,0x87,0x74,0x8B,EOM,,,,,
712,2137,SPI,result,8.34065424,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
713,2140,SPI,result,8.34178768,0.0008488,0x01,0xB8,0x47,ACK,,,,,
714,2143,SPI,result,8.34292128,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
715,2146,SPI,result,8.34405488,0.00084864,0x87,0x74,0x8B,EOM,,,,,
716,2149,SPI,result,8.441768,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
717,2152,SPI,result,8.4429016,0.0008488,0x01,0xB8,0x47,ACK,,,,,
718,2155,SPI,result,8.4440352,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
719,2158,SPI,result,8.4451688,0.00084864,0x87,0x74,0x8B,EOM,,,,,
720,2161,SPI,result,8.48597712,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
721,2164,SPI,result,8.48711056,0.0008488,0x01,0xB8,0x47,ACK,,,,,
722,2167,SPI,result,8.48824416,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
723,2170,SPI,result,8.48937776,0.0008488,0x87,0x74,0x8B,EOM,,,,,
724,2173,SPI,result,8.49062464,0.0008488,0x47,0x72,0x8D,BED,eol/direction change,,,0x8D,10001101
725,2176,SPI,result,8.49175824,0.0008488,0x8D,0xB8,0x47,ACK,,,,,
726,2179,SPI,result,8.493572,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
727,2182,SPI,result,8.49470544,0.0008488,0x87,0xF8,0x07,EOM,,,,,
728,2185,SPI,result,8.59241872,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
729,2188,SPI,result,8.59355232,0.0008488,0x01,0xB8,0x47,ACK,,,,,
730,2191,SPI,result,8.59468592,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
731,2194,SPI,result,8.59581952,0.00084864,0x87,0x74,0x8B,EOM,,,,,
732,2197,SPI,result,8.6935328,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
733,2200,SPI,result,8.6946664,0.00084864,0x01,0xB8,0x47,ACK,,,,,
734,2203,SPI,result,8.69579984,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
735,2206,SPI,result,8.69693344,0.0008488,0x87,0x74,0x8B,EOM,,,,,
736,2209,SPI,result,8.79498688,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
737,2212,SPI,result,8.79612032,0.0008488,0x01,0xB8,0x47,ACK,,,,,
738,2215,SPI,result,8.79725392,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
739,2218,SPI,result,8.79838752,0.0008488,0x87,0x74,0x8B,EOM,,,,,
740,2221,SPI,result,8.8961008,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
741,2224,SPI,result,8.8972344,0.00084864,0x01,0xB8,0x47,ACK,,,,,
742,2227,SPI,result,8.898368,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
743,2230,SPI,result,8.89950144,0.0008488,0x87,0x74,0x8B,EOM,,,,,
744,2233,SPI,result,8.9981216,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
745,2236,SPI,result,8.99925504,0.0008488,0x01,0xB8,0x47,ACK,,,,,
746,2239,SPI,result,9.00038864,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
747,2242,SPI,result,9.00152224,0.00084864,0x87,0x74,0x8B,EOM,,,,,
748,2245,SPI,result,9.09923552,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
749,2248,SPI,result,9.10036912,0.00084864,0x01,0xB8,0x47,ACK,,,,,
750,2251,SPI,result,9.10150272,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
751,2254,SPI,result,9.10263616,0.0008488,0x87,0x74,0x8B,EOM,,,,,
752,2257,SPI,result,9.2003496,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
753,2260,SPI,result,9.20148304,0.0008488,0x01,0xB8,0x47,ACK,,,,,
754,2263,SPI,result,9.20261664,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
755,2266,SPI,result,9.20375024,0.00084864,0x87,0x74,0x8B,EOM,,,,,
756,2269,SPI,result,9.30146352,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
757,2272,SPI,result,9.30259712,0.00084864,0x01,0xB8,0x47,ACK,,,,,
758,2275,SPI,result,9.30373056,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
759,2278,SPI,result,9.30486416,0.0008488,0x87,0x74,0x8B,EOM,,,,,
760,2281,SPI,result,9.40257744,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
761,2284,SPI,result,9.40371104,0.0008488,0x01,0xB8,0x47,ACK,,,,,
762,2287,SPI,result,9.40484464,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
763,2290,SPI,result,9.40597824,0.00084864,0x87,0x74,0x8B,EOM,,,,,
764,2293,SPI,result,9.48419408,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
765,2296,SPI,result,9.48532768,0.00084864,0x01,0xB8,0x47,ACK,,,,,
766,2299,SPI,result,9.48646112,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
767,2302,SPI,result,9.48759472,0.0008488,0x87,0x74,0x8B,EOM,,,,,
768,2305,SPI,result,9.4888416,0.0008488,0x47,0xF2,0x0D,BED,eol/direction change?,,,0x0D,00001101
769,2308,SPI,result,9.4899752,0.0008488,0x0D,0xB8,0x47,ACK,,,,,
770,2311,SPI,result,9.4911088,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
771,2314,SPI,result,9.4922424,0.00084864,0x87,0xF8,0x07,EOM,,,,,
772,2317,SPI,result,9.493376,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
773,2320,SPI,result,9.49450944,0.0008488,0x01,0xB8,0x47,ACK,,,,,
774,2323,SPI,result,9.49564304,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
775,2326,SPI,result,9.49677664,0.00084864,0x87,0x94,0x6B,EOM,,,,,
776,2329,SPI,result,9.49802352,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
777,2332,SPI,result,9.49949712,0.0008488,0x01,0xB8,0x47,ACK,,,,,
778,2335,SPI,result,9.50063072,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
779,2338,SPI,result,9.50176432,0.00084864,0x87,0x94,0x6B,EOM,,,,,
780,2341,SPI,result,9.5030112,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
781,2344,SPI,result,9.5041448,0.00084864,0x01,0xB8,0x47,ACK,,,,,
782,2347,SPI,result,9.5052784,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
783,2350,SPI,result,9.50641184,0.0008488,0x87,0x94,0x6B,EOM,,,,,
784,2353,SPI,result,9.50765888,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
785,2356,SPI,result,9.50879232,0.0008488,0x01,0xB8,0x47,ACK,,,,,
786,2359,SPI,result,9.50992592,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
787,2362,SPI,result,9.51105952,0.0008488,0x87,0x94,0x6B,EOM,,,,,
788,2365,SPI,result,9.5123064,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
789,2368,SPI,result,9.51423344,0.0008488,0x01,0xB8,0x47,ACK,,,,,
790,2371,SPI,result,9.51536704,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
791,2374,SPI,result,9.51650064,0.00084864,0x87,0x94,0x6B,EOM,,,,,
792,2377,SPI,result,9.51774752,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
793,2380,SPI,result,9.51888112,0.00084864,0x01,0xB8,0x47,ACK,,,,,
794,2383,SPI,result,9.52001472,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
795,2386,SPI,result,9.52114816,0.0008488,0x87,0x94,0x6B,EOM,,,,,
796,2389,SPI,result,9.5223952,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
797,2392,SPI,result,9.52352864,0.0008488,0x01,0xB8,0x47,ACK,,,,,
798,2395,SPI,result,9.52466224,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
799,2398,SPI,result,9.52579584,0.00084864,0x87,0x94,0x6B,EOM,,,,,
800,2401,SPI,result,9.5279496,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
801,2404,SPI,result,9.5290832,0.00084864,0x01,0xB8,0x47,ACK,,,,,
802,2407,SPI,result,9.53021664,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
803,2410,SPI,result,9.53135024,0.0008488,0x87,0x94,0x6B,EOM,,,,,
804,2413,SPI,result,9.53259712,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
805,2416,SPI,result,9.53373072,0.0008488,0x01,0xB8,0x47,ACK,,,,,
806,2419,SPI,result,9.53486432,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
807,2422,SPI,result,9.53599792,0.00084864,0x87,0x94,0x6B,EOM,,,,,
808,2425,SPI,result,9.5372448,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
809,2428,SPI,result,9.5383784,0.00084864,0x01,0xB8,0x47,ACK,,,,,
810,2431,SPI,result,9.540192,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
811,2434,SPI,result,9.5413256,0.0008488,0x87,0x94,0x6B,EOM,,,,,
812,2437,SPI,result,9.54257248,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
813,2440,SPI,result,9.54370608,0.0008488,0x01,0xB8,0x47,ACK,,,,,
814,2443,SPI,result,9.54483968,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
815,2446,SPI,result,9.54597328,0.00084864,0x87,0x74,0x8B,EOM,,,,,
816,2449,SPI,result,9.54722016,0.00084864,0x47,0x7A,0x85,BED,row counter hit,,,0x85,10000101
817,2452,SPI,result,9.54835376,0.00084864,0x85,0xB8,0x47,ACK,,,,,
818,2455,SPI,result,9.54971392,0.0008488,0x00,0xB8,0x47,PATTERN DATA,,,,,
819,2458,SPI,result,9.5517544,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
820,2461,SPI,result,9.55300128,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
821,2464,SPI,result,9.55424816,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
822,2467,SPI,result,9.5554952,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
823,2470,SPI,result,9.55674208,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
824,2473,SPI,result,9.55798896,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
825,2476,SPI,result,9.55923584,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
826,2479,SPI,result,9.56048288,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
827,2482,SPI,result,9.56172976,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
828,2485,SPI,result,9.56343008,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
829,2488,SPI,result,9.56467696,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
830,2491,SPI,result,9.56592384,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
831,2494,SPI,result,9.56717088,0.00084864,0x08,0xFF,0x00,PATTERN DATA,,,,,
832,2497,SPI,result,9.56841776,0.00084864,0x80,0xF7,0x08,PATTERN DATA,,,,,
833,2500,SPI,result,9.56966464,0.0008488,0x00,0x7F,0x80,PATTERN DATA,,,,,
834,2503,SPI,result,9.57091152,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
835,2506,SPI,result,9.57215856,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
836,2509,SPI,result,9.57340544,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
837,2512,SPI,result,9.57487904,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
838,2515,SPI,result,9.57612592,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
839,2518,SPI,result,9.57737296,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
840,2521,SPI,result,9.57861984,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
841,2524,SPI,result,9.57986672,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
842,2527,SPI,result,9.5811136,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
843,2530,SPI,result,9.58236048,0.0008488,0x87,0xFF,0x00,EOM,,,,,
844,2533,SPI,result,9.58349408,0.0008488,0x47,0x76,0x89,BED,pattern fully received,,,0x89,10001001
845,2536,SPI,result,9.58462768,0.00084864,0x89,0xB8,0x47,ACK,,,,,
